map_id,seed,method,hazard_type,success_before,zero_shot_success_after,adapted_success_after,zero_shot_adaptability,adapted_adaptability,avg_steps_before,zero_shot_avg_steps_after,adapted_avg_steps_after,avg_reward_before,zero_shot_avg_reward_after,adapted_avg_reward_after,episodes_to_recover,path_diversity,number_of_flow_obstacles_added,zero_shot_failure_reason
simple,18,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,50,1,0,invalid_move
simple,18,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
simple,18,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-12.0,83.0,75,1,0,invalid_move
simple,18,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
simple,18,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-11.0,83.0,75,1,0,invalid_move
simple,18,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
simple,19,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
simple,19,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,2,success
simple,19,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
simple,19,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,2,success
simple,19,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
simple,19,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,2,success
simple,19,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
simple,19,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,2,success
simple,19,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-7.0,83.0,25,2,0,invalid_move
simple,19,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,2,success
medium,0,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,0,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,0,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,0,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,0,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,0,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,0,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,0,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,0,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,0,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,1,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,1,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,1,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,1,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,1,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,1,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,1,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,1,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,1,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-14.0,83.0,25,2,0,invalid_move
medium,1,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,2,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,2,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,2,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,2,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,2,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,2,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,2,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,2,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,2,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-6.0,83.0,25,2,0,invalid_move
medium,2,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,3,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,3,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,3,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,3,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,3,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,3,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,3,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,3,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,3,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-14.0,83.0,25,2,0,invalid_move
medium,3,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,4,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,4,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,4,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,4,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,4,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,4,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,4,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,4,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,4,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-14.0,83.0,25,2,0,invalid_move
medium,4,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,5,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,5,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,5,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,5,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,5,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,5,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,5,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,5,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,5,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,5,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,6,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,6,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,6,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,6,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,6,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,6,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,6,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,6,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,6,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-12.0,83.0,25,2,0,invalid_move
medium,6,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,7,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,7,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,7,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,7,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,7,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-1.0,83.0,25,2,0,invalid_move
medium,7,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,7,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,7,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,7,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,7,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,8,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,8,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,8,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,8,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,8,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,8,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,8,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,8,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,8,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-14.0,83.0,25,2,0,invalid_move
medium,8,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,9,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,1,0,invalid_move
medium,9,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,9,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,1,0,invalid_move
medium,9,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,9,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,1,0,invalid_move
medium,9,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,9,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,1,0,invalid_move
medium,9,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,9,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-6.0,83.0,25,1,0,invalid_move
medium,9,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,10,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,10,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,10,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,10,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,10,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-1.0,83.0,25,2,0,invalid_move
medium,10,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,10,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,10,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,10,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,10,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,11,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,1,0,invalid_move
medium,11,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,11,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,1,0,invalid_move
medium,11,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,11,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,0.0,83.0,25,1,0,invalid_move
medium,11,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,11,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,1,0,invalid_move
medium,11,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,11,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,1,0,invalid_move
medium,11,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,12,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,12,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,12,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,12,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,12,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,12,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,12,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,12,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,12,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,12,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,13,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,50,2,0,invalid_move
medium,13,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,13,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,13,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,13,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,13,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,13,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,13,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,13,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,13,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,14,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,14,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,14,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,14,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,14,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,14,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,14,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-3.0,83.0,25,2,0,invalid_move
medium,14,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,14,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-6.0,83.0,25,2,0,invalid_move
medium,14,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,15,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,15,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,15,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,25,2,0,invalid_move
medium,15,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,15,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,15,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,15,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,15,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,15,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-14.0,83.0,25,2,0,invalid_move
medium,15,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,5,3,success
medium,16,Baseline Q-learning,middle_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-8.0,83.0,25,2,0,invalid_move
medium,16,Flow-guided Q-learning,middle_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,16,Baseline Q-learning,middle_two,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-5.0,83.0,50,2,0,invalid_move
medium,16,Flow-guided Q-learning,middle_two,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,16,Baseline Q-learning,turn_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-2.0,83.0,25,2,0,invalid_move
medium,16,Flow-guided Q-learning,turn_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,16,Baseline Q-learning,corridor_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-4.0,83.0,25,2,0,invalid_move
medium,16,Flow-guided Q-learning,corridor_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
medium,16,Baseline Q-learning,random_one,100.0,0.0,100.0,0.0,1.0,18.0,,18.0,83.0,-10.0,83.0,25,2,0,invalid_move
medium,16,Flow-guided Q-learning,random_one,100.0,100.0,100.0,1.0,1.0,18.0,18.0,18.0,83.0,83.0,83.0,25,4,3,success
